id,n_vulns,vulns,total_cvss,max_cvss,site,Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email
4564,11,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2018-15473', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478'}",52.1,7.5,WHITTIERALASKA.GOV,WHITTIERALASKA.GOV,City,Non-Federal Agency,City of Whittier,Whittier,AK,(blank)
4565,0,set(),0,0,WICHITA.GOV,WICHITA.GOV,City,Non-Federal Agency,City of Wichita,Wichita,KS,(blank)
4566,29,"{'CVE-2017-3167', 'CVE-2012-0883', 'CVE-2012-4557', 'CVE-2011-3192', 'CVE-2014-0231', 'CVE-2010-1452', 'CVE-2016-8612', 'CVE-2011-3607', 'CVE-2012-0053', 'CVE-2013-2249', 'CVE-2011-3368', 'CVE-2010-2068', 'CVE-2016-4975', 'CVE-2013-1862', 'CVE-2017-7679', 'CVE-2012-4558', 'CVE-2011-4317', 'CVE-2011-3348', 'CVE-2012-3499', 'CVE-2011-3639', 'CVE-2017-7668', 'CVE-2013-6438', 'CVE-2011-0419', 'CVE-2017-3169', 'CVE-2012-2687', 'CVE-2014-0098', 'CVE-2011-4415', 'CVE-2013-1896', 'CVE-2012-0031'}",147.1,7.8,WICHITAFALLSTX.GOV,WICHITAFALLSTX.GOV,City,Non-Federal Agency,City of Wichita Falls,Wichita Falls,TX,(blank)
4567,0,set(),0,0,WILBRAHAM-MA.GOV,WILBRAHAM-MA.GOV,City,Non-Federal Agency,Town Of Wilbraham ,Wilbraham,MA,(blank)
4568,0,set(),0,0,WILDLIFEADAPTATIONSTRATEGY.GOV,WILDLIFEADAPTATIONSTRATEGY.GOV,Federal Agency - Executive,Department of the Interior,U.S. Fish and Wildlife Service,Falls Church,VA,(blank)
4569,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,WILDOHIO.GOV,WILDOHIO.GOV,State/Local Govt,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
4570,0,set(),0,0,WILDWOOD-FL.GOV,WILDWOOD-FL.GOV,City,Non-Federal Agency,City of Wildwood,Wildwood,FL,(blank)
4571,0,set(),0,0,WILKINSBURGPA.GOV,WILKINSBURGPA.GOV,City,Non-Federal Agency,Borough of Wilkinsburg,Wilkinsburg,PA,(blank)
4572,0,set(),0,0,WILLAMINAOREGON.GOV,WILLAMINAOREGON.GOV,City,Non-Federal Agency,City of Oregon,Willamina,OR,(blank)
4573,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,WILLIAMSAZ.GOV,WILLIAMSAZ.GOV,City,Non-Federal Agency,City of Williams,Williams,AZ,(blank)
4574,0,set(),0,0,WILLIAMSBURGIOWA.GOV,WILLIAMSBURGIOWA.GOV,City,Non-Federal Agency,City of Williamsburg,Williamsburg,IA,(blank)
4575,0,set(),0,0,WILLIAMSBURGVA.GOV,WILLIAMSBURGVA.GOV,City,Non-Federal Agency,City of Williamsburg,Williamsburg,VA,(blank)
4576,0,set(),0,0,WILLIAMSONCOUNTY-TN.GOV,WILLIAMSONCOUNTY-TN.GOV,County,Non-Federal Agency,Williamson County Tennessee Government,Franklin,TN,(blank)
4577,2,"{'CVE-2018-15919', 'CVE-2017-15906'}",10,5,WILLIAMSONCOUNTYEMA-IL.GOV,WILLIAMSONCOUNTYEMA-IL.GOV,County,Non-Federal Agency,Williamson County Emergency Management Agency,Marion,IL,(blank)
4578,10,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478'}",47.1,7.5,WILLIAMSONCOUNTYIL.GOV,WILLIAMSONCOUNTYIL.GOV,County,Non-Federal Agency,Williamson County Government,Marion,IL,(blank)
4579,11,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2018-15473', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478'}",52.1,7.5,WILLIAMSPORTMD.GOV,WILLIAMSPORTMD.GOV,City,Non-Federal Agency,"TOWN OF WILLIAMSPORT, MARYLAND",WILLIAMSPORT,MD,(blank)
4580,0,set(),0,0,WILLIAMSTOWNMA.GOV,WILLIAMSTOWNMA.GOV,City,Non-Federal Agency,Town of Williamstown,Williamstown,MA,(blank)
4581,32,"{'CVE-2016-0777', 'CVE-2019-7740', 'CVE-2019-7741', 'CVE-2019-6264', 'CVE-2019-9714', 'CVE-2019-9711', 'CVE-2017-15906', 'CVE-2019-7742', 'CVE-2019-10946', 'CVE-2019-7744', 'CVE-2019-6261', 'CVE-2018-15473', 'CVE-2019-7739', 'CVE-2018-17857', 'CVE-2018-17858', 'CVE-2018-17859', 'CVE-2010-4478', 'CVE-2019-6263', 'CVE-2019-10945', 'CVE-2019-7743', 'CVE-2014-1692', 'CVE-2019-9713', 'CVE-2012-0814', 'CVE-2018-17856', 'CVE-2018-17855', 'CVE-2010-4755', 'CVE-2011-5000', 'CVE-2019-9712', 'CVE-2011-4327', 'CVE-2019-6262', 'CVE-2016-10708', 'CVE-2010-5107'}",154.9,7.5,WILLINGBORONJ.GOV,WILLINGBORONJ.GOV,City,Non-Federal Agency,Willingboro Township,Willingboro,NJ,sobryant@willingboronj.gov
4582,0,set(),0,0,WILLISTONFL.GOV,WILLISTONFL.GOV,City,Non-Federal Agency,City of Williston,Williston,FL,(blank)
4583,0,set(),0,0,WILLMARMN.GOV,WILLMARMN.GOV,City,Non-Federal Agency,City of Willmar,Willmar,MN,(blank)
4584,0,set(),0,0,WILLOUGHBYHILLS-OH.GOV,WILLOUGHBYHILLS-OH.GOV,City,Non-Federal Agency,City of Willoughby Hills,Willoughby Hills,OH,(blank)
4585,11,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2018-15473', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478'}",52.1,7.5,WILLOWSPRINGS-IL.GOV,WILLOWSPRINGS-IL.GOV,City,Non-Federal Agency,"Village of Willow Springs, Illinois",Willow Springs,IL,(blank)
4586,0,set(),0,0,WILMINGTON-NC.GOV,WILMINGTON-NC.GOV,State/Local Govt,Non-Federal Agency,City of Wilmington,Wilmington,NC,(blank)
4587,0,set(),0,0,WILMINGTONDE.GOV,WILMINGTONDE.GOV,City,Non-Federal Agency,City of Wilmington,Wilmington,DE,(blank)
4588,0,set(),0,0,WILMINGTONMA.GOV,WILMINGTONMA.GOV,City,Non-Federal Agency,Town of Wilmington,wilmington,MA,(blank)
4589,0,set(),0,0,WILMINGTONNC.GOV,WILMINGTONNC.GOV,State/Local Govt,Non-Federal Agency,City of Wilmington,Wilmington,NC,(blank)
4590,11,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2018-15473', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478'}",52.1,7.5,WILSONCOUNTYTN.GOV,WILSONCOUNTYTN.GOV,County,Non-Federal Agency,Wilson County Government,Lebanon,TN,(blank)
4591,0,set(),0,0,WILSONCOUNTYTX.GOV,WILSONCOUNTYTX.GOV,County,Non-Federal Agency,County of Wilson,Floresville,TX,(blank)
4592,0,set(),0,0,WILSONVILLEOREGON.GOV,WILSONVILLEOREGON.GOV,City,Non-Federal Agency,City of Wilsonville,Wilsonville,OR,(blank)
4593,0,set(),0,0,WILTONNH.GOV,WILTONNH.GOV,City,Non-Federal Agency,Town of Wilton ,Wilton,NH,(blank)
4594,0,set(),0,0,WILTONRANCHERIA-NSN.GOV,WILTONRANCHERIA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Wilton Rancheria,Elk Grove,CA,(blank)
4595,0,set(),0,0,WINCHESTER-IN.GOV,WINCHESTER-IN.GOV,City,Non-Federal Agency,City of Winchester,Winchester,IN,(blank)
4596,0,set(),0,0,WINCHESTER-NH.GOV,WINCHESTER-NH.GOV,City,Non-Federal Agency,Town of Winchester ,Winchester,NH,(blank)
4597,11,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2018-15473', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478'}",52.1,7.5,WINCHESTERVA.GOV,WINCHESTERVA.GOV,City,Non-Federal Agency,City of Winchester,Winchester,VA,networkteam@winchesterva.gov
4598,0,set(),0,0,WINDCREST-TX.GOV,WINDCREST-TX.GOV,City,Non-Federal Agency,City of Windcrest,Windcrest,TX,(blank)
4599,57,"{'CVE-2016-5770', 'CVE-2019-9637', 'CVE-2016-5766', 'CVE-2016-5399', 'CVE-2017-9798', 'CVE-2016-5094', 'CVE-2016-7478', 'CVE-2016-4473', 'CVE-2016-6292', 'CVE-2014-2972', 'CVE-2016-5768', 'CVE-2015-8994', 'CVE-2016-8612', 'CVE-2016-6296', 'CVE-2013-7456', 'CVE-2016-7568', 'CVE-2019-9641', 'CVE-2016-6294', 'CVE-2018-6789', 'CVE-2016-6291', 'CVE-2013-2070', 'CVE-2016-5773', 'CVE-2019-9020', 'CVE-2018-19520', 'CVE-2016-6295', 'CVE-2018-10545', 'CVE-2016-5769', 'CVE-2019-6977', 'CVE-2018-10549', 'CVE-2018-10547', 'CVE-2016-5095', 'CVE-2016-6297', 'CVE-2019-9021', 'CVE-2016-6289', 'CVE-2019-9638', 'CVE-2014-2957', 'CVE-2016-5096', 'CVE-2017-16642', 'CVE-2018-10546', 'CVE-2016-5772', 'CVE-2016-6290', 'CVE-2018-19935', 'CVE-2018-14883', 'CVE-2018-19395', 'CVE-2016-5093', 'CVE-2019-9024', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2018-19518', 'CVE-2018-10548', 'CVE-2012-5671', 'CVE-2016-5767', 'CVE-2016-5771', 'CVE-2019-9023', 'CVE-2018-15132', 'CVE-2018-20783', 'CVE-2018-17082'}",363.3,8.5,WINDGAP-PA.GOV,WINDGAP-PA.GOV,City,Non-Federal Agency,Wind Gap Borough,Wind Gap,PA,(blank)
4600,3,"{'CVE-2018-15919', 'CVE-2017-15906', 'CVE-2018-15473'}",15,5,WINDHAMCOUNTYVT.GOV,WINDHAMCOUNTYVT.GOV,County,Non-Federal Agency,Windham County Sheriff's Office,Newfane,VT,(blank)
4601,0,set(),0,0,WINDHAMNH.GOV,WINDHAMNH.GOV,City,Non-Federal Agency,Town of Windham,Windham,NH,(blank)
4602,0,set(),0,0,WINDSOR-VA.GOV,WINDSOR-VA.GOV,City,Non-Federal Agency,"Town of Windsor, Virginia",Windsor,VA,(blank)
4603,0,set(),0,0,WINDSORWI.GOV,WINDSORWI.GOV,City,Non-Federal Agency,Village of Windsor,DeForest,WI,(blank)
4604,0,set(),0,0,WINNEBAGOCOUNTYIOWA.GOV,WINNEBAGOCOUNTYIOWA.GOV,County,Non-Federal Agency,Winnebago County,Forest City,IA,(blank)
4605,0,set(),0,0,WINNECONNEWI.GOV,WINNECONNEWI.GOV,City,Non-Federal Agency,Village of Winneconne,Winneconne,WI,jbartow@winhaven.net
4606,0,set(),0,0,WINOOSKIVT.GOV,WINOOSKIVT.GOV,City,Non-Federal Agency,City of Winooski,Winooski,VT,(blank)
4607,11,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2018-15473', 'CVE-2016-10708', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478', 'CVE-2011-5000'}",52.1,7.5,WINSLOW-ME.GOV,WINSLOW-ME.GOV,City,Non-Federal Agency,Town of Winslow,Winslow,ME,(blank)
4608,0,set(),0,0,WINTERGARDEN-FL.GOV,WINTERGARDEN-FL.GOV,City,Non-Federal Agency,City of Winter Garden,Winter Garden,FL,(blank)
4609,0,set(),0,0,WINTERPORTMAINE.GOV,WINTERPORTMAINE.GOV,State/Local Govt,Non-Federal Agency,"Winterport, Town of, Waldo Co. ME",Winterport,ME,(blank)
4610,10,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478'}",47.1,7.5,WISCONSINCRIMEALERT.GOV,WISCONSINCRIMEALERT.GOV,State/Local Govt,Non-Federal Agency,Wisconsin Department of Administration,Madison,WI,(blank)
4611,1,{'CVE-2018-8581'},5.8,5.8,WISECOUNTYTX.GOV,WISECOUNTYTX.GOV,County,Non-Federal Agency,Wise County,Decatur,TX,sysadmin@co.wise.tx.us
4612,0,set(),0,0,WIZARD.GOV,WIZARD.GOV,Federal Agency - Executive,Department of the Treasury,Department of the Treasury - BPD,Mclean,VA,(blank)
4613,0,set(),0,0,WLCI.GOV,WLCI.GOV,Federal Agency - Executive,Department of the Interior,US Geological Survey,Denver,CO,(blank)
4614,35,"{'CVE-2018-1333', 'CVE-2019-9637', 'CVE-2018-1301', 'CVE-2019-9641', 'CVE-2018-7584', 'CVE-2018-1302', 'CVE-2018-1312', 'CVE-2018-19520', 'CVE-2019-9020', 'CVE-2018-10545', 'CVE-2018-10549', 'CVE-2019-6977', 'CVE-2018-10547', 'CVE-2017-15710', 'CVE-2017-15715', 'CVE-2019-9021', 'CVE-2019-9638', 'CVE-2019-0211', 'CVE-2018-10546', 'CVE-2018-1303', 'CVE-2018-11763', 'CVE-2018-19935', 'CVE-2018-19395', 'CVE-2018-14883', 'CVE-2019-9024', 'CVE-2019-9639', 'CVE-2018-19396', 'CVE-2018-19518', 'CVE-2018-10548', 'CVE-2018-1283', 'CVE-2018-17199', 'CVE-2019-9023', 'CVE-2018-15132', 'CVE-2018-20783', 'CVE-2018-17082'}",198.8,8.5,WMATC.GOV,WMATC.GOV,State/Local Govt,Non-Federal Agency,Washington Metropolitan Area Transit Commission,Silver Spring,MD,MSAMAMA@WMATC.GOV
4615,3,"{'CVE-2018-15919', 'CVE-2017-15906', 'CVE-2018-15473'}",15,5,WMSC.GOV,WMSC.GOV,Interstate Agency,Non-Federal Agency,Metrorail Safety Commission,Washington,DC,(blank)
4616,0,set(),0,0,WOBURNMA.GOV,WOBURNMA.GOV,City,Non-Federal Agency,City of Woburn,Woburn,MA,(blank)
4617,0,set(),0,0,WOMENSHEALTH.GOV,WOMENSHEALTH.GOV,Federal Agency - Executive,Department of Health and Human Services,"Office of Public Health and Science, Office on Women's Health",Washington,DC,(blank)
4618,118,"{'CVE-2010-2531', 'CVE-2011-1153', 'CVE-2007-1581', 'CVE-2010-4645', 'CVE-2012-1172', 'CVE-2019-9641', 'CVE-2013-4635', 'CVE-2012-1823', 'CVE-2019-9020', 'CVE-2014-0237', 'CVE-2010-1914', 'CVE-2010-3710', 'CVE-2019-9787', 'CVE-2013-1635', 'CVE-2019-9021', 'CVE-2010-1917', 'CVE-2010-1864', 'CVE-2010-3870', 'CVE-2011-1466', 'CVE-2012-3365', 'CVE-2011-3182', 'CVE-2012-1171', 'CVE-2018-15132', 'CVE-2009-3291', 'CVE-2010-1868', 'CVE-2019-9637', 'CVE-2014-9427', 'CVE-2010-1130', 'CVE-2010-1860', 'CVE-2010-4699', 'CVE-2018-20147', 'CVE-2010-1129', 'CVE-2013-2110', 'CVE-2011-3268', 'CVE-2018-20151', 'CVE-2012-2311', 'CVE-2018-19520', 'CVE-2018-20152', 'CVE-2018-10545', 'CVE-2012-2386', 'CVE-2011-4718', 'CVE-2018-10547', 'CVE-2011-1464', 'CVE-2013-4248', 'CVE-2010-2093', 'CVE-2012-2688', 'CVE-2017-16642', 'CVE-2018-10546', 'CVE-2018-19935', 'CVE-2018-19395', 'CVE-2019-9024', 'CVE-2018-20153', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2011-2483', 'CVE-2018-10548', 'CVE-2009-2626', 'CVE-2019-8942', 'CVE-2011-1092', 'CVE-2018-20783', 'CVE-2016-7478', 'CVE-2018-20149', 'CVE-2011-0708', 'CVE-2014-2497', 'CVE-2015-8994', 'CVE-2019-6977', 'CVE-2009-3293', 'CVE-2019-9638', 'CVE-2010-2191', 'CVE-2013-1643', 'CVE-2010-1915', 'CVE-2014-5459', 'CVE-2018-14883', 'CVE-2010-1128', 'CVE-2012-0831', 'CVE-2012-2376', 'CVE-2012-2143', 'CVE-2010-2190', 'CVE-2010-3065', 'CVE-2012-2336', 'CVE-2010-4697', 'CVE-2009-1272', 'CVE-2010-3709', 'CVE-2011-3267', 'CVE-2009-4143', 'CVE-2011-4885', 'CVE-2019-9023', 'CVE-2014-0238', 'CVE-2018-17082', 'CVE-2010-2484', 'CVE-2012-0057', 'CVE-2006-7243', 'CVE-2011-1469', 'CVE-2011-0755', 'CVE-2011-0421', 'CVE-2011-1467', 'CVE-2010-1861', 'CVE-2018-10549', 'CVE-2012-0788', 'CVE-2010-1862', 'CVE-2009-4142', 'CVE-2018-20148', 'CVE-2010-2101', 'CVE-2011-1468', 'CVE-2011-1470', 'CVE-2008-5498', 'CVE-2009-4018', 'CVE-2012-0789', 'CVE-2009-3294', 'CVE-2018-14028', 'CVE-2011-0752', 'CVE-2009-3292', 'CVE-2010-2100', 'CVE-2009-4418', 'CVE-2010-2225', 'CVE-2010-2097', 'CVE-2009-1271', 'CVE-2018-20150'}",674.3,10,WOMENSHISTORYMONTH.GOV,WOMENSHISTORYMONTH.GOV,Federal Agency - Legislative,Library of Congress,Library of Congress,Washington,DC,(blank)
4619,68,"{'CVE-2019-9023', 'CVE-2019-9637', 'CVE-2019-6339', 'CVE-2009-2521', 'CVE-2016-7478', 'CVE-2014-9427', 'CVE-2014-2497', 'CVE-2012-1172', 'CVE-2015-8994', 'CVE-2019-6341', 'CVE-2018-7600', 'CVE-2019-9641', 'CVE-2013-4635', 'CVE-2013-2110', 'CVE-2012-1823', 'CVE-2012-6113', 'CVE-2003-1582', 'CVE-2012-2311', 'CVE-2009-1535', 'CVE-2013-1824', 'CVE-2018-19520', 'CVE-2019-9020', 'CVE-2018-10545', 'CVE-2014-4721', 'CVE-2012-2386', 'CVE-2018-10549', 'CVE-2019-6977', 'CVE-2018-10547', 'CVE-2010-1256', 'CVE-2011-4718', 'CVE-2014-0237', 'CVE-2017-7269', 'CVE-2009-3023', 'CVE-2013-4113', 'CVE-2019-9021', 'CVE-2013-4248', 'CVE-2019-6338', 'CVE-2019-9638', 'CVE-2013-1635', 'CVE-2018-7602', 'CVE-2013-1643', 'CVE-2010-1899', 'CVE-2012-2688', 'CVE-2017-16642', 'CVE-2018-10546', 'CVE-2012-3450', 'CVE-2013-6420', 'CVE-2014-5459', 'CVE-2018-14883', 'CVE-2018-19395', 'CVE-2018-19935', 'CVE-2019-9024', 'CVE-2007-1278', 'CVE-2018-19396', 'CVE-2012-0831', 'CVE-2019-9639', 'CVE-2012-3365', 'CVE-2012-2143', 'CVE-2009-4444', 'CVE-2012-2336', 'CVE-2018-10548', 'CVE-2008-1446', 'CVE-2011-1398', 'CVE-2012-1171', 'CVE-2018-15132', 'CVE-2018-20783', 'CVE-2014-0238', 'CVE-2018-17082'}",395.1,10,WOODBURN-OR.GOV,WOODBURN-OR.GOV,City,Non-Federal Agency,City of Woodburn,Woodburn,OR,web_master@ci.woodburn.or.us
4620,85,"{'CVE-2018-5712', 'CVE-2016-7126', 'CVE-2016-5768', 'CVE-2019-9641', 'CVE-2016-9137', 'CVE-2017-5340', 'CVE-2018-7584', 'CVE-2019-9020', 'CVE-2016-7131', 'CVE-2019-9021', 'CVE-2016-10397', 'CVE-2016-7132', 'CVE-2017-11142', 'CVE-2018-15132', 'CVE-2016-7128', 'CVE-2017-11147', 'CVE-2018-14851', 'CVE-2019-9637', 'CVE-2016-8670', 'CVE-2016-5773', 'CVE-2018-10545', 'CVE-2018-10547', 'CVE-2017-7890', 'CVE-2016-7412', 'CVE-2016-6297', 'CVE-2016-7124', 'CVE-2016-7129', 'CVE-2016-10160', 'CVE-2016-7414', 'CVE-2019-9022', 'CVE-2017-16642', 'CVE-2018-10546', 'CVE-2016-7130', 'CVE-2016-5772', 'CVE-2018-19935', 'CVE-2018-19395', 'CVE-2019-9024', 'CVE-2019-9639', 'CVE-2018-19396', 'CVE-2018-10548', 'CVE-2016-10161', 'CVE-2017-11628', 'CVE-2017-12933', 'CVE-2016-7416', 'CVE-2018-20783', 'CVE-2016-9933', 'CVE-2016-7134', 'CVE-2016-7479', 'CVE-2016-5766', 'CVE-2016-5399', 'CVE-2016-7478', 'CVE-2016-7125', 'CVE-2017-9120', 'CVE-2015-8994', 'CVE-2016-10158', 'CVE-2018-14884', 'CVE-2016-7568', 'CVE-2016-7413', 'CVE-2017-11145', 'CVE-2016-7133', 'CVE-2019-6977', 'CVE-2019-9638', 'CVE-2018-14883', 'CVE-2016-5767', 'CVE-2019-9023', 'CVE-2018-17082', 'CVE-2016-7417', 'CVE-2017-11362', 'CVE-2016-4473', 'CVE-2017-12934', 'CVE-2016-7418', 'CVE-2016-5769', 'CVE-2018-10549', 'CVE-2016-7127', 'CVE-2017-11144', 'CVE-2016-10159', 'CVE-2019-9675', 'CVE-2018-19518', 'CVE-2016-10162', 'CVE-2016-9936', 'CVE-2016-9935', 'CVE-2016-9934', 'CVE-2017-12932', 'CVE-2016-9138', 'CVE-2018-5711'}",527.7,8.5,WOODBURYCOUNTYIOWA.GOV,WOODBURYCOUNTYIOWA.GOV,County,Non-Federal Agency,Woodbury County Iowa,Sioux City,IA,(blank)
4621,0,set(),0,0,WOODBURYMN.GOV,WOODBURYMN.GOV,City,Non-Federal Agency,City of Woodbury,Woodbury,MN,(blank)
4622,0,set(),0,0,WOODCREEKTX.GOV,WOODCREEKTX.GOV,City,Non-Federal Agency,City of Woodcreek,Woodcreek,TX,(blank)
4623,12,"{'CVE-2017-3167', 'CVE-2013-6438', 'CVE-2016-4975', 'CVE-2014-0231', 'CVE-2013-1862', 'CVE-2017-3169', 'CVE-2014-0098', 'CVE-2017-7668', 'CVE-2016-8612', 'CVE-2017-7679', 'CVE-2013-1896', 'CVE-2013-2249'}",69.5,7.5,WOODFIN-NC.GOV,WOODFIN-NC.GOV,City,Non-Federal Agency,The Town Of Woodfin,Woodfin,NC,(blank)
4624,10,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2016-10708', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478', 'CVE-2011-5000'}",47.1,7.5,WOODHEIGHTS-MO.GOV,WOODHEIGHTS-MO.GOV,City,Non-Federal Agency,City of Wood Heights,Wood Heights,MO,(blank)
4625,18,"{'CVE-2018-15919', 'CVE-2017-15906', 'CVE-2016-0766', 'CVE-2016-5423', 'CVE-2019-9193', 'CVE-2016-0773', 'CVE-2017-7484', 'CVE-2017-12172', 'CVE-2017-7486', 'CVE-2017-14798', 'CVE-2017-7546', 'CVE-2017-15098', 'CVE-2017-7485', 'CVE-2018-1115', 'CVE-2016-5424', 'CVE-2017-7548', 'CVE-2017-7547', 'CVE-2018-1058'}",106.4,9,WOODLANDHILLS-UT.GOV,WOODLANDHILLS-UT.GOV,City,Non-Federal Agency,City of Woodland Hills,Woodland Hills,UT,(blank)
4626,0,set(),0,0,WOODSTOCKCT.GOV,WOODSTOCKCT.GOV,City,Non-Federal Agency,Town of Woodstock,Woodstock,CT,(blank)
4627,0,set(),0,0,WOODSTOCKGA.GOV,WOODSTOCKGA.GOV,City,Non-Federal Agency,City of Woodstock,Woodstock,GA,(blank)
4628,0,set(),0,0,WOODSTOCKIL.GOV,WOODSTOCKIL.GOV,City,Non-Federal Agency,City of Woodstock,Woodstock,IL,(blank)
4629,0,set(),0,0,WOODVILLAGEOR.GOV,WOODVILLAGEOR.GOV,City,Non-Federal Agency,City of Wood Village,Wood Village,OR,(blank)
4630,0,set(),0,0,WOODVILLE-TX.GOV,WOODVILLE-TX.GOV,City,Non-Federal Agency,"City of Woodville, Texas",Woodville,TX,(blank)
4631,29,"{'CVE-2012-0883', 'CVE-2007-6750', 'CVE-2010-1452', 'CVE-2016-8612', 'CVE-2007-6388', 'CVE-2012-0053', 'CVE-2013-2249', 'CVE-2009-2699', 'CVE-2006-3918', 'CVE-2013-1862', 'CVE-2012-4558', 'CVE-2008-2168', 'CVE-2011-3348', 'CVE-2009-1890', 'CVE-2012-3499', 'CVE-2008-2384', 'CVE-2007-6421', 'CVE-2006-4154', 'CVE-2009-1195', 'CVE-2007-6422', 'CVE-2013-6438', 'CVE-2007-4465', 'CVE-2009-1891', 'CVE-2010-0408', 'CVE-2011-0419', 'CVE-2007-5000', 'CVE-2014-0098', 'CVE-2010-0434', 'CVE-2012-0031'}",145.6,7.5,WORCESTERMA.GOV,WORCESTERMA.GOV,City,Non-Federal Agency,City of Worcester,Worcester,MA,(blank)
4632,0,set(),0,0,WORKER.GOV,WORKER.GOV,Federal Agency - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,(blank)
4633,0,set(),0,0,WORLDWAR1CENTENNIAL.GOV,WORLDWAR1CENTENNIAL.GOV,Federal Agency - Executive,The United States World War One Centennial Commission,The United States World War One Centennial Commission,Washington,DC,(blank)
4634,0,set(),0,0,WRGA.GOV,WRGA.GOV,City,Non-Federal Agency,City of Warner Robins,Warner Robins,GA,(blank)
4635,0,set(),0,0,WRP.GOV,WRP.GOV,Federal Agency - Executive,Department of Labor,Office of Disability Employment Policy,Washington,DC,(blank)
4636,0,set(),0,0,WSDOT.GOV,WSDOT.GOV,State/Local Govt,Non-Federal Agency,Washington State Department of Transportation,Olympia,WA,webmaster@wsdot.wa.gov
4637,0,set(),0,0,WSPMN.GOV,WSPMN.GOV,City,Non-Federal Agency,City of West Saint Paul,West Saint Paul,MN,(blank)
4638,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,WV.GOV,WV.GOV,State/Local Govt,Non-Federal Agency,State of West Virginia,Charleston,WV,(blank)
4639,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,WVAGO.GOV,WVAGO.GOV,State/Local Govt,Non-Federal Agency,West Virginia Attorney General's Office,Charleston,WV,(blank)
4640,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,WVCOMMERCE.GOV,WVCOMMERCE.GOV,State/Local Govt,Non-Federal Agency,Department of Commerce,Charleston,WV,(blank)
4641,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,WVCONSUMERPROTECTION.GOV,WVCONSUMERPROTECTION.GOV,State/Local Govt,Non-Federal Agency,West Virginia Attorney General's Office,Charleston,WV,(blank)
4642,0,set(),0,0,WVDNR.GOV,WVDNR.GOV,State/Local Govt,Non-Federal Agency,West Virginia Division of Natural Resources,South Charleston,WV,(blank)
